link,segment_tag,name,region,phone,email,description,site,rating_ref
https://www.alladvertising.ru/info/stoneblack.html,SOUVENIR,STONEBLACK,Москва,+7 (495) 589-27-77,info@stoneblack.ru,"Компания STONEBLACK является крупным производителем корпоративной одежды (бейсболки, кепки, рубашки поло, толстовки, рюкзаки, куртки и т.д.), а также оказывает услуги дизайн-студии и обладает опытом в области разработки индивидуальных моделей корпоративной одежды.",http://www.stoneblack.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/souvenir_media.html,SOUVENIR,Сувенир Медиа,Москва,+7 (495) 925-51-97,order@suvmedia.ru,"Компания «Сувенир Медиа» занимается оптовыми поставками брендированных сувениров, корпоративных подарков и другой промо-продукции.",https://www.suvmedia.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/dixi_pro.html,COMM_GROUP,DIXI PRO,Москва,+7 (499) 110-31-66,incor@dixipro.ru,"РПК «DIXI PRO» оказывает полный спектр услуг в области оформления торговых пространств: разработка POS-материалов, изготовление специальных конструкций для ритейла, технический мерчандайзинг и т.д.",https://dixipro.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/inel_display.html,COMM_GROUP,Инел-Дисплей,Москва,+7 (499) 350-22-00,info@inel-display.ru,"Компания «ИНЕЛ-ДИСПЛЕЙ» является одним из лидеров на рынке производства продукции для для оформления торговых точек и мерчандайзинга, а также проектирования и изготовления эксклюзивных POS-материалов POS для брендов: оформление магазинов и мест продаж (ценникодержатели, рамки, покупательские корзины), стимулирующее покупательскую активность; эксклюзивные POSM-конструкции для продвижения брендов в ритейле (рекламные стойки, полочные дисплеи, шелфсистемы, табачное оборудование).",https://inel-display.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/tr.html,COMM_GROUP,TR-Project,Москва,+7 (495) 647-95-77,tr-media@tr-media.ru,"Федеральное маркетинговое агентство TR-Project предоставляет профессиональные и инновационные решения в сфере мерчандайзинга и консультирования, специальных мероприятий, креатива и дизайна.",https://tr.marketing,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ace_target.html,COMM_GROUP,Ace Target,Москва,+7 (495) 685-94-59,welcome@ace-target.ru,"Агентство Ace Target предлагает разработку и проведение долгосрочных и краткосрочных программ стимулирования розничной торговли, направленных на повышение покупательской активности потребителей и увеличение доли рынка компании в сегменте: торговый маркетинг, мерчандайзинг, POS-материалы.",https://ace-target.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/pos_media.html,COMM_GROUP,POS Media Russia,Москва,+7 (495) 181-16-81,info@pos-media.ru,"Компания POS Media Russia специализируется на производстве и размещении эффективных POS-материалов в торговых сетях, разрабатывает стратегии, организует промо-акции и маркетинговые кампании.",https://www.pos-media.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/renommee.html,COMM_GROUP,Реноме,Москва,+7 (499) 236-12-63,nslepova@ra-renommee.ru,"Рекламное агентство «Renommee» оказывает весь комплекс услуг в сфере BTL: производство и размещение POS-материалов, промо-акции, сэмплинг и дегустации, аудит и мерчандайзинг, букирование торговых сетей, программы лояльности и специальные мероприятия.",https://ra-renommee.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/depot.html,COMM_GROUP,Depot,Москва,+7 (495) 363-22-88,N/A,"Основные компетенции агентства Depot Branding Agency включают брендинг продовольственных и непродовольственных товаров, компаний и услуг; проведение исследований и анализ рынка; разработка стратегий позиционирования; нейминг и копирайт, логотипы и системы айдентики, дизайн упаковки и этикетки; оформление пространств, рекламных и промо-материалов.",https://depotwpf.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ony.html,COMM_GROUP,ONY,Москва,+7 (495) 120-78-88,mail@ony.ru,"Агентство полного цикла, специализирующееся на исследованиях, брендинге, digital-дизайне и разработке. ONY занимается маркетинговыми исследованиями и разработкой бренд-стратегий, созданием фирменного стиля и коммуникационного дизайна, продуктовыми исследованиями, разработкой сайтов и мобильных приложений, создаёт видео и фото, 3D графику и моушн-дизайн.",https://ony.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/mildberry_branding.html,COMM_GROUP,Mildberry,Москва,+7 (495) 287-80-80,moscow@mildberry.com,"Mildberry сегодня — это международная кросс-функциональная команда, объединившая экспертов в разработке брендов, стратегий и коммуникаций, формировании уникального потребительского опыта и внедрении решений, помогающих клиентам преобразовывать бизнес и делать его эффективнее.",https://mildberry.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/kian.html,COMM_GROUP,KIAN,Новосибирск,+7 (383) 207-55-09,info@kian.ru,"Главная компетенция KIAN — разработка, запуск и поддержка брендов. Группа компаний реализует весь комплекс работ в области брендинга — от проведения маркетинговых исследований, создания айдентики и упаковки, графического дизайна и продакшна, до реализации коммуникационных стратегий.",https://www.kian.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/art_lebedev.html,COMM_GROUP,Студия Артемия Лебедева,Москва,+7 (495) 926-18-00,mailbox@artlebedev.ru,"Одна из лучших и крупнейших дизайн-студий России, занимающаяся созданием фирменных стилей и разработкой веб-сайтов, графическим и промышленным дизайном.",https://www.artlebedev.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/coruna_branding.html,COMM_GROUP,Coruna Branding,Санкт-Петербург,+7 (812) 318-33-65,office@coruna.ru,"Одно из ведущих брендинговых агентств России с опытом работы с федеральными и транснациональными брендами.

Coruna специализируется на разработке корпоративных, потребительских и ритейл брендов, а также на проектах по капитализации бизнеса.",https://www.coruna.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/volga_volga.html,COMM_GROUP,Volga Volga,Санкт-Петербург,+7 (812) 679-68-77,info@volga-volga.com,"Брендинговое агентство Volga Volga Brand Identity с 2003 года создаёт и поддерживает бренды, которые способствуют развитию бизнеса и улучшают жизнь людей. Основная компетенция агентства — корпоративный брендинг.",https://volga-volga.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/tomatdesign.html,COMM_GROUP,Tomatdesign,Москва,+7 (499) 110-91-33,studio@tomatdesign.ru,"Брендинговое агентство Tomatdesign оказывает полный комплекс услуг в сферах корпоративного и потребительского брендинга, создания упаковки, средового дизайна и визуальных коммуникаций.",https://tomatdesign.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/ddvb.html,COMM_GROUP,DDVB,Москва,+7 (495) 916-01-23,info@ddvb.ru,"DDVB является одним из крупнейших брендинговых агентств в России и предлагает полный комплекс услуг — от разработки названия, айдентики и оформления упаковки до ритейл-дизайна, разработки стратегий продвижения и креатива в рекламе.",https://www.ddvb.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/endy_lab.html,COMM_GROUP,ENDY,Санкт-Петербург,+7 (812) 495-90-23,fm@endy.pro,Агентство ENDY специализируется на реализации брендинговых проектов: от разработки названия и позиционирования до создания фирменного стиля и стратегии коммуникации.,https://endylab.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/dotorg.html,COMM_GROUP,Dotorg,Москва,+7 (499) 340-70-32,info@dotorg.ru,"Агентство Dotorg разрабатывает стратегии для компаний и брендов на B2B-рынках, занимается сопровождением реализации и внедрения изменений; разрабатывает сайты и веб-сервисы.",https://dotorg.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/linii.html,COMM_GROUP,LINII,Москва,N/A,info@linii.ru,Брендинговое агентство LINII предоставляет полный спектр услуг в области брендинга — от разработки названий и фирменных стилей до ритейл-дизайна и брендинга территорий.,https://linii.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/otvetdesign.html,COMM_GROUP,OTVETDESIGN,Санкт-Петербург,+7 (812) 401-66-06,hello-adv@otvetdesign.ru,Коммуникационное агентство OTVETDESIGN специализируется на реализации проектов в области корпоративного и потребительского брендинга.,https://otvetdesign.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/brandson.html,COMM_GROUP,Brandson,Москва,+7 (812) 688-80-75,info@brandson-total.com,"Брендинговое агентство Brandson является частью независимой международной сети Total Skills Network и реализует комплексные проекты по брендингу, а также интегрированные маркетинговые решения для лидирующих международных и национальных компаний.

Агентство предлагает глубокую экспертизу в области ритейл-брендинга, HR-брендинга, располагает собственными ресурсами для реализации проектов любой сложности по дизайну интерьеров, офисов и точек продаж.",https://www.brandson-total.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/zebrand.html,COMM_GROUP,Zebrand,Москва,+7 925 483-82-82,box@zebrand.ru,Агентство Zebrand специализируется на создании и развитии визуальных систем корпоративных и товарных брендов. Основная компетенция — брендинг и графический дизайн для различных сфер бизнеса.,http://www.zebrandstudio.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/wellhead.html,COMM_GROUP,HEADS,Москва,+7 (495) 107-90-98,head@wellhead.ru,"Брендинговое агентство HEADS (ранее — Wellhead) занимается созданием и развитием брендов, специализируется на стратегическом планировании и позиционировании, разработке фирменных стилей и дизайне упаковки, создании креативных решений для продвижения брендов.",https://www.wellhead.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/getbrand.html,COMM_GROUP,Getbrand,Москва,+7 (495) 414-15-05,alladvertising@getbrand.ru,"Агентство GETBRAND создаёт облик новых товаров и компаний, работает над формированием и развитием брендов; разрабатывает элементы корпоративной идентификации, создаёт дизайн упаковки и ключевые изображения для рекламы; занимается оформлением мест продаж.",https://getbrand.ru,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/svoe_mnenie.html,COMM_GROUP,Свое мнение,Москва,+7 (495) 785-62-78,brand@svoemnenie.com,"Основное направление деятельности агентства «Своё Мнение» — создание продуктовых брендов и дизайн упаковки/этикетки, а также проведение исследований и выработка позиционирования будущих брендов, разработка рекламных и POS-материалов и т.д.",https://svoemnenie.com,https://www.alladvertising.ru/top100/
https://www.alladvertising.ru/info/repina_branding.html,COMM_GROUP,REPINA Branding,Москва,+7 (499) 521-70-73,N/A,"Агентство Répina Branding специализируется на разработке брендов с нуля, а также на комплексном корпоративном, продуктовом, ритейл и HR-брендинге — от позиционирования, нейминга до дизайна фирменного стиля, упаковки и digital-носителей бренда. Агентство отличается высокой стратегической экспертизой и умением четко решать задачи с точки зрения бизнеса.",https://repinabranding.ru,https://www.alladvertising.ru/top100/
